condition_id,experiment,group,topic_index,run_index,lyra_gap,cipher_gap,lyra_own,cipher_own,coherence_mean,topic_drift_mean,drift_slope,sentiment_mean,sentiment_slope,sentiment_vol,lyra_sem_div,cipher_sem_div,lyra_ttr,cipher_ttr,global_ttr
modiso__llama-8b__t01__r01,modiso,llama-8b,1,1,0.0588,0.2496,0.5294,0.6248,0.5270841881632805,0.3672282177777517,-0.018308556853950796,0.31193809523809524,-0.009750389610389612,0.5386472416430861,0.6183998584747314,0.5983923673629761,0.4226044226044226,0.4413309982486865,0.3444043321299639
modiso__llama-8b__t01__r02,modiso,llama-8b,1,2,-0.0291,0.1394,0.4855,0.5697,0.5788956165313721,0.3013654876322973,-0.01821675691511724,0.4473428571428572,0.03139766233766234,0.5545758238092799,0.6296088695526123,0.6398025751113892,0.4126984126984127,0.5018382352941176,0.3521643433602348
modiso__llama-8b__t01__r03,modiso,llama-8b,1,3,0.0115,-0.0057,0.5058,0.4971,0.47034299969673155,0.2729358442482494,-0.01348646138976146,0.2256142857142857,0.05000285714285714,0.5566033855839699,0.6618832945823669,0.7068023085594177,0.4211287988422576,0.44466403162055335,0.34252297410192145
modiso__llama-8b__t02__r01,modiso,llama-8b,2,1,-0.0404,0.2623,0.4798,0.6311,0.6102529846131801,0.34605891363961355,-0.012806875636051224,0.25889523809523807,-0.014220649350649348,0.6308236448720873,0.5361806154251099,0.48350024223327637,0.40473061760841,0.43050847457627117,0.32938564026646927
modiso__llama-8b__t02__r02,modiso,llama-8b,2,2,-0.0445,0.3158,0.4778,0.6579,0.5822071075439453,0.46530464717320036,0.0018532381042257505,0.6078857142857144,0.02381142857142857,0.3953345578785913,0.5514822602272034,0.571959912776947,0.41759603469640644,0.4577922077922078,0.3457484188334505
modiso__llama-8b__t02__r03,modiso,llama-8b,2,3,-0.1536,0.4085,0.4232,0.7043,0.5606291636824607,0.35146320788633256,-0.01941417440191493,0.44260000000000005,-0.02159168831168832,0.4573423652447027,0.5861338973045349,0.5011091232299805,0.42118537200504413,0.4709090909090909,0.351451973194341
modiso__llama-8b__t03__r01,modiso,llama-8b,3,1,-0.0464,0.2299,0.4768,0.615,0.5153246343135833,0.41724282077380587,-0.01610965914540477,0.24138571428571426,-0.01192532467532467,0.6221357662927605,0.5515010356903076,0.6446914076805115,0.4107365792759051,0.45714285714285713,0.3361735089078234
modiso__llama-8b__t03__r02,modiso,llama-8b,3,2,0.0488,0.0368,0.5244,0.5184,0.5482995077967644,0.43928136995860506,-0.012623947820106117,0.14026666666666665,0.014605844155844165,0.5675829977766066,0.5589101910591125,0.5523086786270142,0.40053404539385845,0.43327556325823224,0.3295625942684766
modiso__llama-8b__t03__r03,modiso,llama-8b,3,3,0.0089,0.0939,0.5045,0.547,0.6124291270971298,0.4885693419547308,-0.012163878570903426,0.49867142857142843,0.01173532467532467,0.48384500877554465,0.3832300007343292,0.5100009441375732,0.4023391812865497,0.4412751677852349,0.34734665747760163
modiso__llama-8b__t04__r01,modiso,llama-8b,4,1,-0.0691,0.4335,0.4655,0.7167,0.6122433215379715,0.4906504551569621,-0.012899475051211069,0.2600142857142857,0.018467402597402583,0.6719084052413793,0.5067580938339233,0.571092426776886,0.41919191919191917,0.44922547332185886,0.3430444282592862
modiso__llama-8b__t04__r02,modiso,llama-8b,4,2,-0.0182,0.3004,0.4909,0.6502,0.466764897108078,0.4351452035563333,-0.007839785535614208,0.02770952380952381,0.012404675324675313,0.6624111598329256,0.6295067667961121,0.6891739964485168,0.46016483516483514,0.47657841140529533,0.3781788351107465
modiso__llama-8b__t04__r03,modiso,llama-8b,4,3,-0.0799,0.319,0.4601,0.6595,0.5717571578919888,0.5632620723474593,-0.007218893897997884,0.2605190476190476,-0.009667532467532464,0.46519151675007564,0.47283536195755005,0.5803269147872925,0.42668428005284015,0.4897959183673469,0.36728395061728397
modiso__llama-8b__t05__r01,modiso,llama-8b,5,1,-0.0315,0.221,0.4842,0.6105,0.4687860980629921,0.3694389798634109,-0.025999880364382427,0.32232857142857135,-0.00814727272727273,0.5304682353425915,0.695086658000946,0.6825470924377441,0.4343832020997375,0.4742647058823529,0.36447166921898927
modiso__llama-8b__t05__r02,modiso,llama-8b,5,2,-0.0786,0.0948,0.4607,0.5474,0.6565964236855507,0.5579203757501784,-0.021430697166300437,0.2212809523809524,0.03877337662337662,0.558065208358347,0.43739891052246094,0.4598810374736786,0.43867243867243866,0.4502529510961214,0.3452566096423017
modiso__llama-8b__t05__r03,modiso,llama-8b,5,3,0.0429,0.0581,0.5214,0.5291,0.49096439518034457,0.2783783266232127,-0.021223115650090323,0.3248809523809524,-0.023610000000000003,0.5672150114030814,0.7247622609138489,0.7315714359283447,0.42010309278350516,0.48565573770491804,0.3623417721518987
modiso__llama-8b__t06__r01,modiso,llama-8b,6,1,0.0649,-0.0531,0.5325,0.4734,0.5372282277792693,0.41505014470645357,-0.028843038151790578,0.23919523809523816,-0.03668415584415586,0.5460737596055182,0.6922075152397156,0.6479253172874451,0.42513368983957217,0.45263157894736844,0.3535660091047041
modiso__llama-8b__t06__r02,modiso,llama-8b,6,2,0.0801,0.1633,0.54,0.5816,0.5309754483401775,0.42870097004231955,-0.01839184925540701,0.46602857142857135,0.019678701298701293,0.4524795403349954,0.6552146673202515,0.6163075566291809,0.41514726507713884,0.4839357429718876,0.35672997522708505
modiso__llama-8b__t06__r03,modiso,llama-8b,6,3,0.0261,-0.0257,0.513,0.4872,0.4498837135732174,0.44219655029120897,-0.01187608942099206,-0.10287619047619048,-0.031088051948051955,0.5829989846472918,0.6606711745262146,0.6924340724945068,0.4423076923076923,0.48065173116089616,0.3716160787530763
modiso__llama-8b__t07__r01,modiso,llama-8b,7,1,-0.016,0.2115,0.492,0.6058,0.5911447048187256,0.42270628043583464,-0.00812368100726759,0.6163285714285716,-0.0031577922077922,0.4898134028993735,0.5351199507713318,0.6323636770248413,0.42245989304812837,0.4515539305301645,0.3413127413127413
modiso__llama-8b__t07__r02,modiso,llama-8b,7,2,0.0941,0.1284,0.5471,0.5642,0.5414470717310905,0.2792876611153285,-0.012433603773643456,0.6655809523809524,0.003413896103896082,0.3548548779418045,0.7187078595161438,0.7378835082054138,0.4478442280945758,0.5447897623400365,0.39731437598736175
modiso__llama-8b__t07__r03,modiso,llama-8b,7,3,0.0989,0.5079,0.5495,0.7539,0.4679479282349348,0.3719574518146969,-0.01532976271270158,0.38602380952380955,0.020060779220779215,0.5167843705295109,0.6410093307495117,0.699553370475769,0.43768115942028984,0.43807763401109057,0.35987002437043053
modiso__llama4-scout__t00__r01,modiso,llama4-scout,0,1,0.0167,0.2529,0.5083,0.6265,0.5610007315874099,0.48497312267621356,-0.00998861027228369,0.41457619047619043,0.02083493506493506,0.4630283390532807,0.5812188386917114,0.6345921158790588,0.476038338658147,0.5209923664122137,0.3982608695652174
modiso__llama4-scout__t00__r02,modiso,llama4-scout,0,2,0.0843,0.273,0.5422,0.6365,0.5371468506753445,0.4874899586041768,-0.012637788560483372,0.23976190476190476,0.024715844155844144,0.5640896935402,0.602683961391449,0.5479628443717957,0.5321252059308073,0.51953125,0.4298480786416443
modiso__llama4-scout__t00__r03,modiso,llama4-scout,0,3,0.2064,0.1234,0.6032,0.5617,0.5302625678479671,0.3373857644342241,-0.019021091078008926,0.3842523809523809,0.046205714285714294,0.5799503415679719,0.6421543955802917,0.6494894027709961,0.4847094801223242,0.44518272425249167,0.38136942675159236
modiso__llama4-scout__t01__r01,modiso,llama4-scout,1,1,0.1512,0.0142,0.5756,0.5071,0.47806984558701515,0.32170072552703677,-0.01429970564393254,0.21932857142857143,0.031978831168831164,0.6078572436908876,0.6433274149894714,0.7209123373031616,0.46967340590979784,0.4980544747081712,0.38720829732065687
modiso__llama4-scout__t01__r02,modiso,llama4-scout,1,2,0.1107,0.0797,0.5554,0.5399,0.5413542289286852,0.329913654142902,-0.014595791929728026,0.13785238095238098,0.02301285714285715,0.5883552891781079,0.6364177465438843,0.6685207486152649,0.4991896272285251,0.4851301115241636,0.3913419913419913
modiso__llama4-scout__t01__r03,modiso,llama4-scout,1,3,0.2016,0.1744,0.6008,0.5872,0.5323974609375,0.38521823570841834,-0.012313681569966414,0.6613238095238095,0.02816909090909092,0.48573338258443405,0.5666548013687134,0.6911453604698181,0.4684065934065934,0.4845890410958904,0.3666158536585366
modiso__llama4-scout__t02__r01,modiso,llama4-scout,2,1,0.0126,0.3234,0.5063,0.6617,0.5355751663446426,0.4631144127675465,-0.006492391344788789,0.2421,-0.01720844155844156,0.6270951647990006,0.5298027992248535,0.5745601058006287,0.4778481012658228,0.4931506849315068,0.39807524059492566
modiso__llama4-scout__t02__r02,modiso,llama4-scout,2,2,0.0503,0.2064,0.5252,0.6032,0.5439669609069824,0.3696648155649503,-0.0063206067139452175,0.554504761904762,-0.007376753246753261,0.42367648762682175,0.5110422372817993,0.6075093746185303,0.4388185654008439,0.463884430176565,0.3620689655172414
modiso__llama4-scout__t02__r03,modiso,llama4-scout,2,3,-0.0821,0.3271,0.459,0.6635,0.636728934943676,0.48858425872666494,0.0010927454604730906,0.7069761904761905,0.0038788311688311814,0.39329012180487966,0.47366824746131897,0.5191550850868225,0.44733044733044736,0.4780405405405405,0.36342412451361866
modiso__llama4-scout__t03__r01,modiso,llama4-scout,3,1,0.1936,0.2185,0.5968,0.6092,0.5808765605092049,0.4471320751167479,-0.006016139628051169,0.46538095238095245,0.013998051948051952,0.5480754202697425,0.6185675859451294,0.5333818197250366,0.4312210200927357,0.45052631578947366,0.35294117647058826
modiso__llama4-scout__t03__r02,modiso,llama4-scout,3,2,0.1511,0.0288,0.5755,0.5144,0.5081883478909731,0.42214653960296084,-0.01164932247106131,0.35587619047619046,-0.023333506493506496,0.5743077911337405,0.5833960175514221,0.6238296031951904,0.42857142857142855,0.4784853700516351,0.36148382004735596
modiso__llama4-scout__t03__r03,modiso,llama4-scout,3,3,0.1058,0.3533,0.5529,0.6767,0.543489383161068,0.4735045163404374,-0.013390593017850606,0.2298619047619048,-0.0020709090909090816,0.5919452793855595,0.541755199432373,0.5158589482307434,0.41609822646657574,0.4452423698384201,0.34186046511627904
modiso__llama4-scout__t04__r01,modiso,llama4-scout,4,1,-0.0184,0.4661,0.4908,0.733,0.6035391673445701,0.5839586059252421,-0.003526192787405748,0.6501047619047619,0.012511688311688316,0.4320370503029423,0.40012577176094055,0.5708559155464172,0.5016025641025641,0.5018939393939394,0.4097222222222222
modiso__llama4-scout__t04__r02,modiso,llama4-scout,4,2,0.0943,0.2687,0.5471,0.6343,0.5302788004279136,0.4315291756675357,-0.007323306295778845,0.3957380952380952,0.003303376623376614,0.6578392389201474,0.6292038559913635,0.6621772050857544,0.5007849293563579,0.49482758620689654,0.41577649958915364
modiso__llama4-scout__t04__r03,modiso,llama4-scout,4,3,-0.018,0.4172,0.491,0.7086,0.5876133620738984,0.554793506860733,-0.005545656518502672,0.35448095238095234,-0.028492077922077932,0.5942856885683756,0.4387234151363373,0.6036686301231384,0.44778254649499283,0.5151515151515151,0.3903830480847596
modiso__llama4-scout__t05__r01,modiso,llama4-scout,5,1,0.0977,0.1915,0.5488,0.5958,0.5542793579399585,0.4527498561711538,-0.006975025790078307,0.39344285714285715,0.0031587012987013014,0.5520700236567896,0.526634693145752,0.6295220255851746,0.4715909090909091,0.4658273381294964,0.373015873015873
modiso__llama4-scout__t05__r02,modiso,llama4-scout,5,2,0.0362,0.1253,0.5181,0.5627,0.6020129449665547,0.43107934296131134,-0.018604868466590915,0.4392190476190477,-0.0023893506493506567,0.4308432480602347,0.4733297824859619,0.651429295539856,0.4051490514905149,0.4963898916967509,0.3591331269349845
modiso__llama4-scout__t05__r03,modiso,llama4-scout,5,3,0.0105,0.265,0.5053,0.6325,0.522357352077961,0.4470978840475991,-0.012372626441639743,0.27372857142857143,0.038904155844155845,0.6232921367666225,0.5417057275772095,0.6674418449401855,0.4945904173106646,0.5145631067961165,0.4079173838209983
modiso__llama4-scout__t06__r01,modiso,llama4-scout,6,1,0.2431,0.0165,0.6216,0.5083,0.5690425924956799,0.5267044930231004,-0.011312212262834815,0.3409904761904762,0.007418571428571427,0.5268884953915427,0.5290317535400391,0.5612078309059143,0.4442793462109955,0.4431137724550898,0.3577512776831346
modiso__llama4-scout__t06__r02,modiso,llama4-scout,6,2,0.233,-0.047,0.6165,0.4765,0.5978404000401497,0.5777984850463413,-0.01345949935448634,0.2839285714285714,0.007217402597402599,0.48358275417559554,0.5426990985870361,0.5251211524009705,0.4574898785425101,0.48633879781420764,0.3883720930232558
modiso__llama4-scout__t06__r03,modiso,llama4-scout,6,3,0.1969,0.107,0.5984,0.5535,0.5987263016402722,0.5992446712085179,-0.007399472207218031,0.3424952380952381,0.007421688311688316,0.5202616342500784,0.4709271788597107,0.474589467048645,0.4213406292749658,0.4446428571428571,0.33927188226181254
modiso__llama4-scout__t07__r01,modiso,llama4-scout,7,1,0.0446,0.447,0.5223,0.7235,0.5699133679270745,0.3701114436345441,-0.01684172227978708,0.640447619047619,-0.009715584415584424,0.39189221139424796,0.5941412448883057,0.6261717677116394,0.4726507713884993,0.4893203883495146,0.39006514657980457
modiso__llama4-scout__t07__r02,modiso,llama4-scout,7,2,0.124,0.233,0.562,0.6165,0.5872649535536766,0.43443533778190613,-0.009249213454011206,0.6324714285714287,-0.016513636363636362,0.39734988077902084,0.5445627570152283,0.6193027496337891,0.5,0.5503731343283582,0.43445378151260505
modiso__llama4-scout__t07__r03,modiso,llama4-scout,7,3,0.2435,0.1888,0.6217,0.5944,0.5858223766088486,0.3861508830672219,-0.01674719601869583,0.5032571428571428,-0.016448701298701306,0.549554199044166,0.5720796585083008,0.5947006940841675,0.49226441631504925,0.48709122203098104,0.3978328173374613
modiso__qwen-235b__t00__r01,modiso,qwen-235b,0,1,-0.0144,0.131,0.4928,0.5655,0.5114640265703201,0.4687797753583817,-0.005233250577728486,0.32109047619047615,-0.016717922077922064,0.5588045692153597,0.6360640525817871,0.5630972385406494,0.48425787106446777,0.45936395759717313,0.36982968369829683
modiso__qwen-235b__t00__r02,modiso,qwen-235b,0,2,0.0074,0.0416,0.5037,0.5208,0.48346987590193746,0.42780637599173044,-0.013046447952072344,-0.02938095238095237,-0.012657532467532479,0.5202070234591569,0.6348223090171814,0.601380467414856,0.48255813953488375,0.4352720450281426,0.38001638001638
modiso__qwen-235b__t00__r03,modiso,qwen-235b,0,3,0.0477,0.3982,0.5238,0.6991,0.5350020036101342,0.4652497846455801,-0.0063480973050191744,0.048495238095238105,-0.016792857142857144,0.5412027289166677,0.584478497505188,0.6006160974502563,0.45304777594728174,0.45083487940630795,0.36038394415357766
modiso__qwen-235b__t01__r01,modiso,qwen-235b,1,1,0.1381,0.2037,0.569,0.6019,0.3983128398656845,0.20718271356253398,-0.012791928590892197,0.04585714285714285,-0.026038311688311697,0.5789572577129537,0.6933342814445496,0.7490439414978027,0.5257575757575758,0.45724907063197023,0.39315525876460766
modiso__qwen-235b__t01__r02,modiso,qwen-235b,1,2,0.216,0.0633,0.608,0.5316,0.41949055045843125,0.23129183160407202,-0.01619807891063876,0.24445714285714287,-0.0001131168831168807,0.5510481809125902,0.6983705163002014,0.7084107995033264,0.4950980392156863,0.44422700587084146,0.38023152270703475
modiso__qwen-235b__t01__r03,modiso,qwen-235b,1,3,0.1622,0.0538,0.5811,0.5269,0.43964996337890627,0.25258125613133114,-0.019363602976520344,0.23032857142857138,0.021685714285714287,0.5590511486462765,0.7346101403236389,0.7448791265487671,0.518783542039356,0.4461805555555556,0.3964757709251101
modiso__qwen-235b__t02__r01,modiso,qwen-235b,2,1,0.1355,0.225,0.5677,0.6125,0.511468019336462,0.28230682547603336,-0.015862796242748,0.1362380952380952,-0.02595220779220779,0.6295980232892295,0.6742139458656311,0.606549859046936,0.5088566827697263,0.4440619621342513,0.38186356073211314
modiso__qwen-235b__t02__r02,modiso,qwen-235b,2,2,0.1248,0.3795,0.5624,0.6897,0.460764241963625,0.34386403255519415,-0.016458684244713227,0.4004761904761905,-0.004828311688311688,0.6213963514726996,0.6796794533729553,0.6497927308082581,0.49291338582677163,0.4738675958188153,0.3879239040529363
modiso__qwen-235b__t02__r03,modiso,qwen-235b,2,3,0.0552,0.3135,0.5276,0.6568,0.5488409981131553,0.35352094453715144,-0.018711644304650183,0.13901904761904765,-0.04456948051948053,0.7013881804230723,0.6120460033416748,0.5826482772827148,0.504302925989673,0.45898778359511344,0.39428076256499134
modiso__qwen-235b__t03__r01,modiso,qwen-235b,3,1,0.2027,0.1223,0.6014,0.5611,0.5242160111665726,0.44790056347846985,-0.014634316153340524,0.2686047619047619,-0.002531428571428573,0.4572434013439257,0.6250597238540649,0.5016527771949768,0.4923599320882852,0.4484732824427481,0.3917340521114106
modiso__qwen-235b__t03__r02,modiso,qwen-235b,3,2,0.1364,0.0969,0.5682,0.5484,0.4296256430447102,0.3793995195911044,-0.014067279208790182,0.2869952380952381,-0.0012542857142857076,0.3900614511735426,0.6851022839546204,0.6931909322738647,0.5477582846003899,0.5358649789029536,0.45491388044579534
modiso__qwen-235b__t03__r03,modiso,qwen-235b,3,3,0.2287,0.2723,0.6144,0.6362,0.4884015619754791,0.35455778879778727,-0.00939407017710921,0.25103333333333333,-0.010046623376623376,0.4830760586208949,0.6894361972808838,0.6800865530967712,0.48878205128205127,0.4595070422535211,0.3825503355704698
modiso__qwen-235b__t04__r01,modiso,qwen-235b,4,1,0.0104,0.2766,0.5052,0.6383,0.46746832467615607,0.39347579720474424,-0.016548460973547657,0.15963333333333332,0.016408311688311694,0.6712108492321799,0.7281069159507751,0.6767718195915222,0.5298126064735945,0.4805194805194805,0.4056525353283458
modiso__qwen-235b__t04__r02,modiso,qwen-235b,4,2,-0.013,0.221,0.4935,0.6105,0.5030921261757613,0.4498178571285236,-0.022794408655979405,0.2931571428571429,-0.008472987012987024,0.5105036939108263,0.6730550527572632,0.6350971460342407,0.5167224080267558,0.4775828460038986,0.39063906390639064
modiso__qwen-235b__t04__r03,modiso,qwen-235b,4,3,0.0406,-0.0993,0.5203,0.4504,0.46693461686372756,0.3281417455790298,-0.014510350653829131,0.1774047619047619,-0.012858831168831181,0.6265751469211247,0.7513396739959717,0.7519029378890991,0.5475285171102662,0.5370370370370371,0.42379958246346555
modiso__qwen-235b__t05__r01,modiso,qwen-235b,5,1,0.0997,0.0947,0.5499,0.5474,0.4524731129407883,0.3039974396427472,-0.017336770495424033,0.31434285714285715,0.049067922077922085,0.5255729124094043,0.713997483253479,0.6622633337974548,0.4867109634551495,0.49902534113060426,0.39461883408071746
modiso__qwen-235b__t05__r02,modiso,qwen-235b,5,2,0.0534,0.1909,0.5267,0.5955,0.492472879588604,0.38217023937475114,-0.018400818225625268,0.04119047619047619,0.0008384415584415595,0.5109903632534263,0.6606302261352539,0.5735716223716736,0.45652173913043476,0.4602587800369686,0.35743298131600326
modiso__qwen-235b__t05__r03,modiso,qwen-235b,5,3,0.0703,0.0664,0.5352,0.5332,0.47155158817768095,0.3447515345400288,-0.012330023857293189,0.07168571428571428,0.04756038961038961,0.6879047375117839,0.6629767417907715,0.648855984210968,0.5088566827697263,0.5159474671669794,0.4168110918544194
modiso__qwen-235b__t06__r01,modiso,qwen-235b,6,1,0.2367,-0.0477,0.6184,0.4761,0.44172352403402326,0.35118303093172254,-0.013322549168165627,0.3184714285714286,-0.0055667532467532505,0.5383923221192951,0.6860051155090332,0.6596306562423706,0.4912,0.44970414201183434,0.3789752650176678
modiso__qwen-235b__t06__r02,modiso,qwen-235b,6,2,0.2381,-0.0699,0.6191,0.4651,0.4938944265246391,0.4160978989232154,-0.008287693598827757,0.31105714285714287,-0.004039220779220776,0.49463655976737453,0.6216095685958862,0.6661345958709717,0.4664804469273743,0.4368770764119601,0.3550834597875569
modiso__qwen-235b__t06__r03,modiso,qwen-235b,6,3,0.2778,-0.0422,0.6389,0.4789,0.5032419510185718,0.37828223620142254,-0.012498552497331195,0.08775238095238093,0.0445787012987013,0.5772336645126581,0.6898422241210938,0.5880354642868042,0.45517241379310347,0.4593128390596745,0.3592233009708738
modiso__qwen-235b__t07__r01,modiso,qwen-235b,7,1,0.0529,0.1366,0.5264,0.5683,0.5528466179966927,0.3917770602163814,-0.013777633011341096,0.6442571428571429,0.005942727272727275,0.29162258481261205,0.6420295834541321,0.5753268003463745,0.4718543046357616,0.4470588235294118,0.36983842010771995
modiso__qwen-235b__t07__r02,modiso,qwen-235b,7,2,0.0314,0.0964,0.5157,0.5482,0.47754151206463574,0.3371126122240509,-0.018492744925927812,0.5886333333333333,-0.016775324675324672,0.30618621836630777,0.6984737515449524,0.662531316280365,0.5403087478559176,0.4863883847549909,0.41798941798941797
modiso__qwen-235b__t07__r03,modiso,qwen-235b,7,3,0.1589,0.2864,0.5794,0.6432,0.4801273413002491,0.32431743826184956,-0.020580442830339656,0.6173523809523809,0.003806623376623372,0.3547005062880482,0.6623106598854065,0.6933885216712952,0.5098335854765507,0.4845890410958904,0.39919678714859436
modiso__qwen-32b__t00__r01,modiso,qwen-32b,0,1,-0.0544,0.0803,0.4728,0.5401,0.5485039174556732,0.44555450195357915,-0.018330233940830498,0.057885714285714276,-0.0011683116883116835,0.5369147527314557,0.5207178592681885,0.6393871903419495,0.4570957095709571,0.49730700179533216,0.3826311263972485
modiso__qwen-32b__t00__r02,modiso,qwen-32b,0,2,0.0126,0.0892,0.5063,0.5446,0.5644712418317794,0.46645455630052657,-0.00656810540270496,0.15330952380952384,0.0021970129870129878,0.6100175968615377,0.5903819799423218,0.609028697013855,0.4641638225255973,0.44041450777202074,0.35536480686695276
modiso__qwen-32b__t00__r03,modiso,qwen-32b,0,3,0.1793,0.2364,0.5896,0.6182,0.5253203541040421,0.41021432053475154,-0.011913701253277927,0.44816190476190476,0.01387246753246752,0.3546879305425578,0.6422856450080872,0.6078169941902161,0.444633730834753,0.4573913043478261,0.35714285714285715
modiso__qwen-32b__t01__r01,modiso,qwen-32b,1,1,0.0936,0.3794,0.5468,0.6897,0.4784923750907183,0.2213955954426811,-0.024814617749932516,0.18807142857142858,0.03220675324675324,0.558527363990817,0.768707811832428,0.7423716187477112,0.4497528830313015,0.48007590132827327,0.36331569664902996
modiso__qwen-32b__t01__r02,modiso,qwen-32b,1,2,0.0714,0.0692,0.5357,0.5346,0.4561903551220894,0.2559269856484163,-0.01077004526923229,0.42533809523809524,0.0021676623376623346,0.4050396341290806,0.6971867084503174,0.6800127029418945,0.49137931034482757,0.5108910891089109,0.39815668202764976
modiso__qwen-32b__t01__r03,modiso,qwen-32b,1,3,0.2809,0.1463,0.6405,0.5731,0.48804036937654016,0.27962525384057135,-0.023754340221549004,0.4285523809523809,0.025029220779220773,0.4280688514035448,0.7068418860435486,0.6756545901298523,0.47654784240150094,0.4438943894389439,0.36611062335381916
modiso__qwen-32b__t02__r01,modiso,qwen-32b,2,1,-0.0049,0.4203,0.4975,0.7101,0.593791951239109,0.4080204914013545,-0.013452610025158176,0.3706142857142857,0.004492727272727265,0.590956515430071,0.5851372480392456,0.4112497866153717,0.4894366197183099,0.461839530332681,0.38461538461538464
modiso__qwen-32b__t02__r02,modiso,qwen-32b,2,2,-0.0012,0.0434,0.4994,0.5217,0.45734560787677764,0.34566222060294377,-0.009680162602430813,0.29676190476190484,-0.003684805194805209,0.6439353165358197,0.6890383362770081,0.5235764980316162,0.49290060851926976,0.4585152838427948,0.3627760252365931
modiso__qwen-32b__t02__r03,modiso,qwen-32b,2,3,0.0881,0.3153,0.5441,0.6576,0.4790723390877247,0.27630350756503286,-0.01729947602400532,0.42506190476190475,0.00821116883116883,0.5021237340168642,0.6308280229568481,0.6343317031860352,0.4766187050359712,0.44485981308411215,0.3638863428047663
modiso__qwen-32b__t03__r01,modiso,qwen-32b,3,1,0.1189,0.1554,0.5594,0.5777,0.5667961478233338,0.44446770208222525,-0.006737688454714688,0.30693333333333334,-0.022474935064935052,0.5550425331907399,0.5687710046768188,0.5493389964103699,0.4497444633730835,0.43920145190562615,0.3471001757469244
modiso__qwen-32b__t03__r02,modiso,qwen-32b,3,2,0.1755,0.2386,0.5877,0.6193,0.49986877888441084,0.4146850605805715,-0.015741907814880468,0.4473,-0.004668441558441564,0.39573564167918723,0.5974804162979126,0.578392744064331,0.47186932849364793,0.4461538461538462,0.37441643323996265
modiso__qwen-32b__t03__r03,modiso,qwen-32b,3,3,0.1463,0.2033,0.5731,0.6016,0.49601491540670395,0.3714275721992765,-0.01609443849944449,-0.0218952380952381,0.017871428571428566,0.5603946079719102,0.6676617860794067,0.5758259892463684,0.49074074074074076,0.44220183486238535,0.36589861751152075
modiso__qwen-32b__t04__r01,modiso,qwen-32b,4,1,-0.0919,0.1914,0.454,0.5957,0.5467479795217514,0.45074955551397233,-0.02550019236741127,0.212452380952381,-0.01762714285714286,0.5709831276124896,0.6404162049293518,0.6274611949920654,0.4982638888888889,0.5212355212355212,0.4031078610603291
modiso__qwen-32b__t04__r02,modiso,qwen-32b,4,2,-0.0671,0.2276,0.4665,0.6138,0.47100361436605453,0.35926354286216555,-0.013429479610610317,0.4938857142857143,0.012477792207792202,0.5241396499531982,0.6709066033363342,0.6542018055915833,0.49906191369606,0.48007246376811596,0.3935483870967742
modiso__qwen-32b__t04__r03,modiso,qwen-32b,4,3,-0.0317,0.1521,0.4841,0.5761,0.5353845566511154,0.421146653237797,-0.01980978848485204,0.36569047619047623,-0.005366623376623388,0.497804215582948,0.6478051543235779,0.6200007200241089,0.5211786372007366,0.504835589941973,0.41037735849056606
modiso__qwen-32b__t05__r01,modiso,qwen-32b,5,1,0.0395,0.1004,0.5198,0.5502,0.4388805266469717,0.36925593337842394,-0.0096567526846737,0.051519047619047624,0.019192337662337664,0.48301394302959594,0.6885133981704712,0.6470987200737,0.4606741573033708,0.5286624203821656,0.3870646766169154
modiso__qwen-32b__t05__r02,modiso,qwen-32b,5,2,0.0761,0.1048,0.5381,0.5524,0.5050480537116527,0.30175509454593774,-0.02881058246477858,0.29986666666666667,0.00032168831168830195,0.47472390004068815,0.6986631155014038,0.6775612235069275,0.4666666666666667,0.4797047970479705,0.3673655423883318
modiso__qwen-32b__t05__r03,modiso,qwen-32b,5,3,-0.0004,0.0622,0.4998,0.5311,0.4869719672948122,0.4063374847173691,-0.015303401276469236,0.46475714285714276,0.010470519480519483,0.4634137044764631,0.6657333970069885,0.5695810914039612,0.4525939177101968,0.47153024911032027,0.3639607493309545
modiso__qwen-32b__t06__r01,modiso,qwen-32b,6,1,0.1292,-0.0166,0.5646,0.4917,0.5077760107815266,0.4467157636369978,-0.019352195208722906,0.26758095238095236,0.04695103896103895,0.47333400934128217,0.5722817182540894,0.6050653457641602,0.4288164665523156,0.477112676056338,0.35621198957428324
modiso__qwen-32b__t06__r02,modiso,qwen-32b,6,2,0.15,0.2357,0.575,0.6179,0.5082132086157799,0.42153061890885946,-0.013988864789535467,0.09485714285714286,0.007193636363636365,0.5097777336124782,0.5979568362236023,0.6710650324821472,0.45321100917431195,0.48221343873517786,0.37773549000951473
modiso__qwen-32b__t06__r03,modiso,qwen-32b,6,3,0.1985,-0.0402,0.5993,0.4799,0.621759882569313,0.6148914439337594,-0.00886793279802645,0.22591904761904763,-0.006667142857142858,0.5555866771509774,0.4287396967411041,0.47714856266975403,0.4278169014084507,0.49079754601226994,0.3623462630085147
modiso__qwen-32b__t07__r01,modiso,qwen-32b,7,1,0.0582,0.0926,0.5291,0.5463,0.5403318420052529,0.33354362774462926,-0.021395192421101918,0.3208285714285714,-0.0554498701298701,0.6120468330531089,0.609805166721344,0.6501242518424988,0.4560862865947612,0.4327390599675851,0.3570300157977883
